 MODEL DESIGNATION: MW_center           
 MODEL GENERATED: Mon Nov 28 15:05:08 2022

              RESULTS FOR THE SUPERNOVA RATE

                     ALL SUPERNOVAE               TYPE IB SUPERNOVAE               ALL SUPERNOVAE           STARS + SUPERNOVAE
    TIME       TOTAL RATE  POWER   ENERGY    TOTAL RATE  POWER   ENERGY   TYPICAL MASS   LOWEST PROG. MASS    POWER   ENERGY
   0.265E+08     -3.662   39.839   54.916     -30.000  -30.000   54.139        9.6             9.6           39.839   54.993
   0.266E+08     -3.663   39.838   54.917     -30.000  -30.000   54.139        9.6             9.6           39.838   54.994
   0.267E+08     -3.665   39.836   54.918     -30.000  -30.000   54.139        9.6             9.6           39.836   54.995
   0.268E+08     -3.665   39.836   54.919     -30.000  -30.000   54.139        9.6             9.6           39.836   54.996
   0.269E+08     -3.667   39.834   54.920     -30.000  -30.000   54.139        9.6             9.6           39.834   54.997
   0.270E+08     -3.667   39.833   54.921     -30.000  -30.000   54.139        9.6             9.5           39.834   54.998
   0.271E+08     -3.669   39.832   54.923     -30.000  -30.000   54.139        9.5             9.5           39.832   54.999
   0.272E+08     -3.669   39.831   54.924     -30.000  -30.000   54.139        9.5             9.5           39.832   55.000
   0.273E+08     -3.671   39.830   54.925     -30.000  -30.000   54.139        9.5             9.5           39.830   55.001
   0.274E+08     -3.671   39.829   54.926     -30.000  -30.000   54.139        9.5             9.5           39.829   55.002
   0.275E+08     -3.673   39.828   54.927     -30.000  -30.000   54.139        9.5             9.5           39.828   55.003
   0.276E+08     -3.674   39.827   54.928     -30.000  -30.000   54.139        9.4             9.4           39.827   55.004
   0.277E+08     -3.674   39.827   54.929     -30.000  -30.000   54.139        9.4             9.4           39.827   55.005
   0.278E+08     -3.676   39.825   54.930     -30.000  -30.000   54.139        9.4             9.4           39.825   55.005
   0.279E+08     -3.677   39.824   54.931     -30.000  -30.000   54.139        9.4             9.4           39.824   55.006
   0.280E+08     -3.677   39.823   54.932     -30.000  -30.000   54.139        9.4             9.4           39.824   55.007
   0.281E+08     -3.679   39.822   54.933     -30.000  -30.000   54.139        9.4             9.3           39.822   55.008
   0.282E+08     -3.679   39.821   54.934     -30.000  -30.000   54.139        9.3             9.3           39.821   55.009
   0.283E+08     -3.681   39.820   54.935     -30.000  -30.000   54.139        9.3             9.3           39.820   55.010
   0.284E+08     -3.681   39.820   54.937     -30.000  -30.000   54.139        9.3             9.3           39.820   55.011
   0.285E+08     -3.683   39.818   54.938     -30.000  -30.000   54.139        9.3             9.3           39.818   55.012
   0.286E+08     -3.684   39.817   54.939     -30.000  -30.000   54.139        9.3             9.3           39.817   55.013
   0.287E+08     -3.684   39.817   54.940     -30.000  -30.000   54.139        9.3             9.3           39.817   55.013
   0.288E+08     -3.685   39.815   54.941     -30.000  -30.000   54.139        9.2             9.2           39.815   55.014
   0.289E+08     -3.686   39.815   54.942     -30.000  -30.000   54.139        9.2             9.2           39.815   55.015
   0.290E+08     -3.688   39.813   54.943     -30.000  -30.000   54.139        9.2             9.2           39.813   55.016
   0.291E+08     -3.688   39.813   54.944     -30.000  -30.000   54.139        9.2             9.2           39.813   55.017
   0.292E+08     -3.689   39.812   54.945     -30.000  -30.000   54.139        9.2             9.2           39.812   55.018
   0.293E+08     -3.690   39.811   54.946     -30.000  -30.000   54.139        9.2             9.2           39.811   55.019
   0.294E+08     -3.691   39.810   54.947     -30.000  -30.000   54.139        9.1             9.1           39.810   55.019
   0.295E+08     -3.692   39.809   54.948     -30.000  -30.000   54.139        9.1             9.1           39.809   55.020
   0.296E+08     -3.693   39.808   54.949     -30.000  -30.000   54.139        9.1             9.1           39.808   55.021
   0.297E+08     -3.694   39.807   54.950     -30.000  -30.000   54.139        9.1             9.1           39.807   55.022
   0.298E+08     -3.695   39.806   54.951     -30.000  -30.000   54.139        9.1             9.1           39.806   55.023
   0.299E+08     -3.696   39.805   54.952     -30.000  -30.000   54.139        9.1             9.1           39.805   55.024
   0.300E+08     -3.697   39.804   54.953     -30.000  -30.000   54.139        9.1             9.0           39.804   55.024
   0.301E+08     -3.697   39.803   54.954     -30.000  -30.000   54.139        9.0             9.0           39.804   55.025
   0.302E+08     -3.699   39.802   54.955     -30.000  -30.000   54.139        9.0             9.0           39.802   55.026
   0.303E+08     -3.700   39.801   54.956     -30.000  -30.000   54.139        9.0             9.0           39.801   55.027
   0.304E+08     -3.685   39.816   54.957     -30.000  -30.000   54.139        9.0             9.0           39.816   55.028
   0.305E+08     -3.678   39.822   54.958     -30.000  -30.000   54.139        9.0             9.0           39.823   55.029
   0.306E+08     -3.679   39.822   54.959     -30.000  -30.000   54.139        9.0             9.0           39.822   55.029
   0.307E+08     -3.679   39.821   54.960     -30.000  -30.000   54.139        9.0             8.9           39.821   55.030
   0.308E+08     -3.680   39.821   54.961     -30.000  -30.000   54.139        8.9             8.9           39.821   55.031
   0.309E+08     -3.681   39.820   54.962     -30.000  -30.000   54.139        8.9             8.9           39.820   55.032
   0.310E+08     -3.681   39.819   54.963     -30.000  -30.000   54.139        8.9             8.9           39.819   55.033
   0.311E+08     -3.682   39.819   54.964     -30.000  -30.000   54.139        8.9             8.9           39.819   55.034
   0.312E+08     -3.683   39.818   54.964     -30.000  -30.000   54.139        8.9             8.9           39.818   55.034
   0.313E+08     -3.683   39.818   54.965     -30.000  -30.000   54.139        8.9             8.9           39.818   55.035
   0.314E+08     -3.684   39.817   54.966     -30.000  -30.000   54.139        8.8             8.8           39.817   55.036
   0.315E+08     -3.685   39.816   54.967     -30.000  -30.000   54.139        8.8             8.8           39.816   55.037
   0.316E+08     -3.685   39.816   54.968     -30.000  -30.000   54.139        8.8             8.8           39.816   55.038
   0.317E+08     -3.686   39.815   54.969     -30.000  -30.000   54.139        8.8             8.8           39.815   55.039
   0.318E+08     -3.686   39.814   54.970     -30.000  -30.000   54.139        8.8             8.8           39.814   55.039
   0.319E+08     -3.687   39.814   54.971     -30.000  -30.000   54.139        8.8             8.8           39.814   55.040
   0.320E+08     -3.688   39.813   54.972     -30.000  -30.000   54.139        8.8             8.8           39.813   55.041
   0.321E+08     -3.688   39.813   54.973     -30.000  -30.000   54.139        8.7             8.7           39.813   55.042
   0.322E+08     -3.689   39.812   54.974     -30.000  -30.000   54.139        8.7             8.7           39.812   55.043
   0.323E+08     -3.690   39.811   54.975     -30.000  -30.000   54.139        8.7             8.7           39.811   55.043
   0.324E+08     -3.690   39.811   54.976     -30.000  -30.000   54.139        8.7             8.7           39.811   55.044
   0.325E+08     -3.691   39.810   54.977     -30.000  -30.000   54.139        8.7             8.7           39.810   55.045
   0.326E+08     -3.691   39.810   54.978     -30.000  -30.000   54.139        8.7             8.7           39.810   55.046
   0.327E+08     -3.692   39.809   54.979     -30.000  -30.000   54.139        8.7             8.7           39.809   55.047
   0.328E+08     -3.692   39.809   54.980     -30.000  -30.000   54.139        8.7             8.6           39.809   55.047
   0.329E+08     -3.693   39.808   54.981     -30.000  -30.000   54.139        8.6             8.6           39.808   55.048
   0.330E+08     -3.693   39.808   54.982     -30.000  -30.000   54.139        8.6             8.6           39.808   55.049
   0.331E+08     -3.694   39.807   54.982     -30.000  -30.000   54.139        8.6             8.6           39.807   55.050
   0.332E+08     -3.694   39.807   54.983     -30.000  -30.000   54.139        8.6             8.6           39.807   55.051
   0.333E+08     -3.695   39.806   54.984     -30.000  -30.000   54.139        8.6             8.6           39.806   55.051
   0.334E+08     -3.696   39.805   54.985     -30.000  -30.000   54.139        8.6             8.6           39.805   55.052
   0.335E+08     -3.696   39.805   54.986     -30.000  -30.000   54.139        8.6             8.5           39.805   55.053
   0.336E+08     -3.697   39.804   54.987     -30.000  -30.000   54.139        8.5             8.5           39.804   55.054
   0.337E+08     -3.697   39.803   54.988     -30.000  -30.000   54.139        8.5             8.5           39.804   55.054
   0.338E+08     -3.698   39.803   54.989     -30.000  -30.000   54.139        8.5             8.5           39.803   55.055
   0.339E+08     -3.699   39.802   54.990     -30.000  -30.000   54.139        8.5             8.5           39.802   55.056
   0.340E+08     -3.699   39.802   54.991     -30.000  -30.000   54.139        8.5             8.5           39.802   55.057
   0.341E+08     -3.700   39.801   54.991     -30.000  -30.000   54.139        8.5             8.5           39.801   55.058
   0.342E+08     -3.701   39.800   54.992     -30.000  -30.000   54.139        8.5             8.5           39.800   55.058
   0.343E+08     -3.701   39.800   54.993     -30.000  -30.000   54.139        8.5             8.4           39.800   55.059
   0.344E+08     -3.702   39.799   54.994     -30.000  -30.000   54.139        8.4             8.4           39.799   55.060
   0.345E+08     -3.702   39.799   54.995     -30.000  -30.000   54.139        8.4             8.4           39.799   55.061
   0.346E+08     -3.703   39.798   54.996     -30.000  -30.000   54.139        8.4             8.4           39.798   55.061
   0.347E+08     -3.703   39.797   54.997     -30.000  -30.000   54.139        8.4             8.4           39.798   55.062
   0.348E+08     -3.703   39.798   54.998     -30.000  -30.000   54.139        8.4             8.4           39.798   55.063
   0.349E+08     -3.705   39.796   54.998     -30.000  -30.000   54.139        8.4             8.4           39.796   55.064
   0.350E+08     -3.705   39.796   54.999     -30.000  -30.000   54.139        8.4             8.4           39.796   55.064
   0.351E+08     -3.706   39.795   55.000     -30.000  -30.000   54.139        8.4             8.3           39.795   55.065
   0.352E+08     -3.706   39.795   55.001     -30.000  -30.000   54.139        8.3             8.3           39.795   55.066
   0.353E+08     -3.707   39.794   55.002     -30.000  -30.000   54.139        8.3             8.3           39.794   55.066
   0.354E+08     -3.707   39.794   55.003     -30.000  -30.000   54.139        8.3             8.3           39.794   55.067
   0.355E+08     -3.708   39.793   55.004     -30.000  -30.000   54.139        8.3             8.3           39.793   55.068
   0.356E+08     -3.708   39.793   55.004     -30.000  -30.000   54.139        8.3             8.3           39.793   55.069
   0.357E+08     -3.709   39.792   55.005     -30.000  -30.000   54.139        8.3             8.3           39.792   55.069
   0.358E+08     -3.709   39.792   55.006     -30.000  -30.000   54.139        8.3             8.3           39.792   55.070
   0.359E+08     -3.710   39.791   55.007     -30.000  -30.000   54.139        8.3             8.3           39.791   55.071
   0.360E+08     -3.710   39.791   55.008     -30.000  -30.000   54.139        8.2             8.2           39.791   55.072
   0.361E+08     -3.711   39.790   55.009     -30.000  -30.000   54.139        8.2             8.2           39.790   55.072
   0.362E+08     -3.712   39.789   55.009     -30.000  -30.000   54.139        8.2             8.2           39.789   55.073
   0.363E+08     -3.712   39.789   55.010     -30.000  -30.000   54.139        8.2             8.2           39.789   55.074
   0.364E+08     -3.713   39.788   55.011     -30.000  -30.000   54.139        8.2             8.2           39.788   55.074
   0.365E+08     -3.713   39.788   55.012     -30.000  -30.000   54.139        8.2             8.2           39.788   55.075
   0.366E+08     -3.713   39.788   55.013     -30.000  -30.000   54.139        8.2             8.2           39.788   55.076
   0.367E+08     -3.714   39.787   55.013     -30.000  -30.000   54.139        8.2             8.2           39.787   55.076
   0.368E+08     -3.715   39.786   55.014     -30.000  -30.000   54.139        8.2             8.1           39.786   55.077
   0.369E+08     -3.715   39.786   55.015     -30.000  -30.000   54.139        8.1             8.1           39.786   55.078
   0.370E+08     -3.716   39.785   55.016     -30.000  -30.000   54.139        8.1             8.1           39.785   55.079
   0.371E+08     -3.716   39.785   55.017     -30.000  -30.000   54.139        8.1             8.1           39.785   55.079
   0.372E+08     -3.717   39.784   55.017     -30.000  -30.000   54.139        8.1             8.1           39.784   55.080
   0.373E+08     -3.717   39.784   55.018     -30.000  -30.000   54.139        8.1             8.1           39.784   55.081
   0.374E+08     -3.718   39.783   55.019     -30.000  -30.000   54.139        8.1             8.1           39.783   55.081
   0.375E+08     -3.718   39.783   55.020     -30.000  -30.000   54.139        8.1             8.1           39.783   55.082
   0.376E+08     -3.719   39.782   55.021     -30.000  -30.000   54.139        8.1             8.1           39.782   55.083
   0.377E+08     -3.719   39.781   55.021     -30.000  -30.000   54.139        8.1             8.0           39.781   55.083
   0.378E+08     -3.720   39.781   55.022     -30.000  -30.000   54.139        8.0             8.0           39.781   55.084
   0.379E+08     -3.720   39.781   55.023     -30.000  -30.000   54.139        8.0             8.0           39.781   55.085
   0.380E+08     -3.721   39.780   55.024     -30.000  -30.000   54.139        8.0             8.0           39.780   55.085
   0.381E+08     -3.722   39.779   55.025     -30.000  -30.000   54.139        8.0             8.0           39.779   55.086
   0.382E+08     -3.922   39.579   55.025     -30.000  -30.000   54.139        8.0             0.0           39.579   55.087
   0.383E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.745   55.087
   0.384E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.746   55.087
   0.385E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.744   55.087
   0.386E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.736   55.087
   0.387E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.738   55.087
   0.388E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.741   55.087
   0.389E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.739   55.087
   0.390E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.740   55.087
   0.391E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.739   55.087
   0.392E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.731   55.087
   0.393E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.727   55.087
   0.394E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.731   55.087
   0.395E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.728   55.087
   0.396E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.731   55.087
   0.397E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.723   55.087
   0.398E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.724   55.087
   0.399E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.724   55.087
   0.400E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.719   55.087
   0.401E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.719   55.087
   0.402E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.716   55.087
   0.403E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.717   55.087
   0.404E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.716   55.087
   0.405E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.717   55.087
   0.406E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.716   55.087
   0.407E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.705   55.087
   0.408E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.703   55.087
   0.409E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.712   55.087
   0.410E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.710   55.087
   0.411E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.702   55.087
   0.412E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.702   55.087
   0.413E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.697   55.087
   0.414E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.697   55.087
   0.415E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.701   55.087
   0.416E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.696   55.087
   0.417E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.696   55.087
   0.418E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.693   55.087
   0.419E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.693   55.087
   0.420E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.692   55.087
   0.421E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.687   55.087
   0.422E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.684   55.087
   0.423E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.685   55.087
   0.424E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.683   55.087
   0.425E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.685   55.087
   0.426E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.682   55.087
   0.427E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.682   55.087
   0.428E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.679   55.087
   0.429E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.679   55.087
   0.430E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.679   55.087
   0.431E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.680   55.087
   0.432E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.675   55.087
   0.433E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.675   55.087
   0.434E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.669   55.087
   0.435E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.673   55.087
   0.436E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.669   55.087
   0.437E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.661   55.087
   0.438E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.666   55.087
   0.439E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.670   55.087
   0.440E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.668   55.087
   0.441E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.661   55.087
   0.442E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.663   55.087
   0.443E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.668   55.087
   0.444E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.667   55.087
   0.445E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.659   55.087
   0.446E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.657   55.087
   0.447E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.651   55.087
   0.448E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.668   55.087
   0.449E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.666   55.087
   0.450E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.663   55.087
   0.451E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.656   55.087
   0.452E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.646   55.087
   0.453E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.650   55.087
   0.454E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.647   55.087
   0.455E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.658   55.087
   0.456E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.658   55.087
   0.457E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.645   55.087
   0.458E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.645   55.087
   0.459E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.648   55.087
   0.460E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.652   55.087
   0.461E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.652   55.087
   0.462E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.646   55.087
   0.463E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.653   55.087
   0.464E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.643   55.087
   0.465E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.649   55.087
   0.466E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.649   55.087
   0.467E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.650   55.087
   0.468E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.650   55.087
   0.469E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.639   55.087
   0.470E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.643   55.087
   0.471E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.645   55.087
   0.472E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.644   55.087
   0.473E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.643   55.087
   0.474E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.631   55.087
   0.475E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.625   55.087
   0.476E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.644   55.087
   0.477E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.639   55.087
   0.478E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.626   55.087
   0.479E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.633   55.087
   0.480E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.635   55.087
   0.481E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.627   55.087
   0.482E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.628   55.087
   0.483E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.614   55.087
   0.484E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.618   55.087
   0.485E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.606   55.087
   0.486E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.606   55.087
   0.487E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.606   55.087
   0.488E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.605   55.087
   0.489E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.596   55.087
   0.490E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.597   55.087
   0.491E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.598   55.087
   0.492E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.578   55.087
   0.493E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.575   55.087
   0.494E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.576   55.087
   0.495E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.587   55.087
   0.496E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.574   55.087
   0.497E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.573   55.087
   0.498E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.572   55.087
   0.499E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.571   55.087
   0.500E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.562   55.087
   0.501E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.561   55.087
   0.502E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.555   55.087
   0.503E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.554   55.087
   0.504E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.562   55.087
   0.505E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.549   55.087
   0.506E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.547   55.087
   0.507E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.547   55.087
   0.508E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.546   55.087
   0.509E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.534   55.087
   0.510E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.528   55.087
   0.511E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.543   55.087
   0.512E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.526   55.087
   0.513E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.528   55.087
   0.514E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.527   55.087
   0.515E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.526   55.087
   0.516E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.522   55.087
   0.517E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.509   55.087
   0.518E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.507   55.087
   0.519E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.506   55.087
   0.520E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.501   55.087
   0.521E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.500   55.087
   0.522E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.494   55.087
   0.523E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.484   55.087
   0.524E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.492   55.087
   0.525E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.496   55.087
   0.526E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.481   55.087
   0.527E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.466   55.087
   0.528E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.480   55.087
   0.529E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.478   55.087
   0.530E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.478   55.087
   0.531E+08    -30.000  -30.000   55.025     -30.000  -30.000   54.139        0.0             0.0           35.459   55.087
